id,wilaya_name_ascii,daira_name_ascii,commune_name_ascii
1439,Aïn Defla,Boumedfaa,Hoceinia
1430,Aïn Defla,Djelida,Djelida
1421,Aïn Defla,El Amra,Arib
1431,Aïn Defla,Djelida,Djemaa Ouled Cheikh
1434,Aïn Defla,El Amra,El-Amra
1435,Aïn Defla,El Attaf,El-Attaf
1449,Aïn Defla,El Attaf,Tiberkanine
1416,Aïn Defla,El Abadia,Ain-Bouyahia
1433,Aïn Defla,El Abadia,El-Abadia
1447,Aïn Defla,El Abadia,Tacheta Zegagha
1422,Aïn Defla,Djendel,Birbouche
1432,Aïn Defla,Djendel,Djendel
1425,Aïn Defla,Miliana,Ben Allal
1443,Aïn Defla,Djendel,Oued Chorfa
1428,Aïn Defla,Boumedfaa,Boumedfaa
1418,Aïn Defla,Ain Lechiakh,Ain-Lechiakh
1419,Aïn Defla,Ain Lechiakh,Ain-Soltane
1444,Aïn Defla,Ain Lechiakh,Oued Djemaa
1436,Aïn Defla,Rouina,El-Maine
1445,Aïn Defla,Rouina,Rouina
1450,Aïn Defla,Rouina,Zeddine
1426,Aïn Defla,Bordj El Emir Khaled,Bir-Ould-Khelifa
1427,Aïn Defla,Bordj El Emir Khaled,Bordj-Emir-Khaled
1448,Aïn Defla,Bordj El Emir Khaled,Tarik-Ibn-Ziad
1423,Aïn Defla,Bathia,Bathia
1424,Aïn Defla,Bathia,Belaas
1438,Aïn Defla,Bathia,Hassania
1417,Aïn Defla,Ain Defla,Ain-Defla
1442,Aïn Defla,Miliana,Miliana
1441,Aïn Defla,El Amra,Mekhatria
1462,Naâma,Ain Sefra,Tiout
1459,Naâma,Moghrar,Moghrar
1453,Naâma,Asla,Asla
1456,Naâma,Mekmen Ben Amar,Kasdir
1457,Naâma,Mekmen Ben Amar,Makmen Ben Amar
1452,Naâma,Ain Sefra,Ain Sefra
1458,Naâma,Mecheria,Mecheria
1455,Naâma,Mecheria,El Biodh
1451,Naâma,Mecheria,Ain Ben Khelil
1460,Naâma,Naama,Naama
1454,Naâma,Moghrar,Djenienne Bourezg
1461,Naâma,Sfissifa,Sfissifa
1486,Aïn Témouchent,Ain Larbaa,Sidi Boumediene
1489,Aïn Témouchent,Ain Larbaa,Tamzoura
1471,Aïn Témouchent,El Maleh,Chaabat El Ham
1474,Aïn Témouchent,El Maleh,El Maleh
1483,Aïn Témouchent,El Maleh,Ouled Kihal
1472,Aïn Témouchent,Hammam Bou Hadjar,Chentouf
1490,Aïn Témouchent,El Maleh,Terga
1481,Aïn Témouchent,Ain Larbaa,Oued Sebbah
1473,Aïn Témouchent,El Amria,El Amria
1479,Aïn Témouchent,El Amria,Hassi El Ghella
1482,Aïn Témouchent,El Amria,Ouled Boudjemaa
1463,Aïn Témouchent,Ain Kihel,Aghlal
1465,Aïn Témouchent,Ain Kihel,Ain Kihal
1467,Aïn Témouchent,Ain Kihel,Ain Tolba
1468,Aïn Témouchent,Ain Kihel,Aoubellil
1469,Aïn Témouchent,Beni Saf,Beni Saf
1478,Aïn Témouchent,Hammam Bou Hadjar,Hassasna
1476,Aïn Témouchent,Beni Saf,Emir Abdelkader
1488,Aïn Témouchent,Beni Saf,Sidi Safi
1484,Aïn Témouchent,Oulhassa Gheraba,Oulhaca El Gheraba
1487,Aïn Témouchent,Oulhassa Gheraba,Sidi Ouriache
1464,Aïn Témouchent,Ain Larbaa,Ain El Arbaa
1475,Aïn Témouchent,El Amria,El Messaid
1480,Aïn Témouchent,Hammam Bou Hadjar,Oued Berkeche
1485,Aïn Témouchent,Ain Temouchent,Sidi Ben Adda
1466,Aïn Témouchent,Ain Temouchent,Ain Temouchent
1470,Aïn Témouchent,El Amria,Bouzedjar
1477,Aïn Témouchent,Hammam Bou Hadjar,Hammam Bou Hadjar
1493,Ghardaïa,Dhayet Ben Dhahoua,Dhayet Bendhahoua
1500,Ghardaïa,Mansourah,Mansoura
1494,Ghardaïa,Bounoura,El Atteuf
1492,Ghardaïa,Bounoura,Bounoura
1503,Ghardaïa,Zelfana,Zelfana
1497,Ghardaïa,El Guerrara,El Guerrara
1502,Ghardaïa,Metlili,Sebseb
1501,Ghardaïa,Metlili,Metlili
1491,Ghardaïa,Berriane,Berriane
1496,Ghardaïa,Ghardaia,Ghardaia
1516,Relizane,Mazouna,El-Guettar
1530,Relizane,Ammi Moussa,Ouled Aiche
1509,Relizane,Zemmoura,Beni Dergoun
1511,Relizane,Zemmoura,Dar Ben Abdelah
1541,Relizane,Zemmoura,Zemmoura
1512,Relizane,Djidiouia,Djidiouia
1519,Relizane,Djidiouia,Hamri
1507,Relizane,El Matmar,Belaassel Bouzagza
1517,Relizane,El Matmar,El-Matmar
1534,Relizane,El Matmar,Sidi Khettab
1537,Relizane,El Matmar,Sidi M'hamed Benaouda
1505,Relizane,Ain Tarek,Ain-Tarek
1518,Relizane,Ain Tarek,Had Echkalla
1515,Relizane,Ammi Moussa,El Ouldja
1522,Relizane,Mazouna,Mazouna
1504,Relizane,Yellel,Ain Rahma
1520,Relizane,Yellel,Kalaa
1538,Relizane,Yellel,Sidi Saada
1540,Relizane,Yellel,Yellel
1539,Relizane,Ramka,Souk El Had
1524,Relizane,Mendes,Mendes
1528,Relizane,Mendes,Oued Essalem
1535,Relizane,Mendes,Sidi Lazreg
1506,Relizane,Ammi Moussa,Ammi Moussa
1526,Relizane,Oued Rhiou,Ouarizane
1525,Relizane,Oued Rhiou,Merdja Sidi Abed
1531,Relizane,Djidiouia,Ouled Sidi Mihoub
1508,Relizane,Relizane,Bendaoud
1529,Relizane,Oued Rhiou,Oued-Rhiou
1513,Relizane,Ammi Moussa,El Hassi
1536,Relizane,Sidi M'hamed Ben Ali,Sidi M'hamed Benali
1523,Relizane,Sidi M'hamed Ben Ali,Mediouna
1510,Relizane,Sidi M'hamed Ben Ali,Beni Zentis
1527,Relizane,El H'madna,Oued El Djemaa
1521,Relizane,Oued Rhiou,Lahlef
1533,Relizane,Relizane,Relizane
1514,Relizane,El H'madna,El H'madna
1532,Relizane,Ramka,Ramka
25,Timimoun,Tinerkouk,Tinerkouk
24,Timimoun,Timimoun,Timimoun
15,Timimoun,Timimoun,Ouled Said
12,Timimoun,Aougrout,Metarfa
19,Timimoun,Charouine,Talmine
14,Timimoun,Charouine,Ouled Aissa
7,Timimoun,Charouine,Charouine
3,Timimoun,Aougrout,Aougrout
8,Timimoun,Aougrout,Deldoul
11,Timimoun,Tinerkouk,Ksar Kaddour
23,Bordj Badji Mokhtar,Bordj Badji Mokhtar,Timiaouine
5,Bordj Badji Mokhtar,Bordj Badji Mokhtar,Bordj Badji Mokhtar
258,Ouled Djellal,Sidi Khaled,Ras El Miad
232,Ouled Djellal,Sidi Khaled,Besbes
259,Ouled Djellal,Sidi Khaled,Sidi Khaled
240,Ouled Djellal,Ouled Djellal,Doucen
237,Ouled Djellal,Ouled Djellal,Chaiba
255,Ouled Djellal,Ouled Djellal,Ouled Djellal
265,Béni Abbès,Beni Abbes,Beni-Abbes
282,Béni Abbès,Beni Abbes,Tamtert
271,Béni Abbès,Igli,Igli
269,Béni Abbès,El Ouata,El Ouata
279,Béni Abbès,Ouled Khodeir,Ouled-Khodeir
273,Béni Abbès,Kerzaz,Kerzaz
283,Béni Abbès,Kerzaz,Timoudi
274,Béni Abbès,Ouled Khodeir,Ksabi
266,Béni Abbès,Kerzaz,Beni-Ikhlef
360,In Salah,In Ghar,Inghar
357,In Salah,In Salah,Ain Salah
358,In Salah,In Salah,Foggaret Ezzoua
363,In Guezzam,Tin Zouatine,Tin Zouatine
356,In Guezzam,In Guezzam,Ain Guezzam
1107,Touggourt,Temacine,Temacine
1104,Touggourt,Megarine,Sidi Slimane
1097,Touggourt,Megarine,Megarine
1099,Touggourt,Touggourt,Nezla
1091,Touggourt,Temacine,Blidet Amor
1106,Touggourt,Touggourt,Tebesbest
1108,Touggourt,Touggourt,Touggourt
1105,Touggourt,Taibet,Taibet
1092,Touggourt,El-Hadjira,El Alia
1094,Touggourt,El-Hadjira,El-Hadjira
1090,Touggourt,Taibet,Benaceur
1098,Touggourt,Taibet,M'naguer
1109,Touggourt,Touggourt,Zaouia El Abidia
1161,Djanet,Djanet,Djanet
1158,Djanet,Djanet,Bordj El Haouass
1296,El Meghaier,El Meghaier,Oum Touyour
1300,El Meghaier,Djamaa,Sidi Amrane
1293,El Meghaier,Djamaa,M'rara
1281,El Meghaier,Djamaa,Djamaa
1306,El Meghaier,Djamaa,Tenedla
1284,El Meghaier,El Meghaier,El-M'ghaier
1303,El Meghaier,El Meghaier,Still
1302,El Meghaier,El Meghaier,Sidi Khelil
1495,El Menia,El Menia,El Meniaa
1499,El Menia,El Menia,Hassi Gara
1498,El Menia,Mansourah,Hassi Fehal
